id_gates,X,Y,Z
0,0.010498046875,-0.965576171875,0.001220703125
200,-0.29541015625,-0.470703125,0.033447265625
400,0.09521484375,0.082275390625,0.069580078125
600,0.615478515625,0.003662109375,0.100830078125
800,0.436767578125,-0.270751953125,0.11328125
1000,0.009765625,-0.004150390625,0.144775390625
1200,0.011962890625,0.410888671875,0.1474609375
1400,0.243896484375,0.328857421875,0.170654296875
1600,0.00537109375,-0.03369140625,0.188720703125
1800,-0.445068359375,-0.031494140625,0.2109375
2000,-0.481201171875,0.26171875,0.219482421875
2200,-0.11279296875,0.18505859375,0.264404296875
2400,-0.01611328125,-0.225830078125,0.24853515625
2600,-0.217041015625,-0.41552734375,0.3076171875
2800,-0.25244140625,-0.1904296875,0.289306640625
3000,0.03759765625,-0.055908203125,0.314208984375
3200,0.1982421875,-0.186279296875,0.308837890625
3400,0.078857421875,-0.18603515625,0.357177734375
3600,-0.002685546875,0.06396484375,0.35107421875
3800,0.135986328125,0.23876953125,0.3740234375
4000,0.24462890625,0.117431640625,0.371337890625
4200,0.044921875,0.015625,0.3955078125
4400,-0.172607421875,0.079833984375,0.4130859375
4600,-0.164306640625,0.216552734375,0.429443359375
4800,-0.028076171875,0.14013671875,0.427490234375
5000,-0.092041015625,0.001953125,0.439697265625
5200,-0.148681640625,-0.01611328125,0.452880859375
5400,-0.127685546875,0.0048828125,0.477294921875
5600,0.0107421875,-0.02294921875,0.4814453125
5800,0.042236328125,-0.116455078125,0.512939453125
6000,-0.031005859375,-0.088623046875,0.50390625
6200,-0.004150390625,0.039306640625,0.51904296875
6400,0.1005859375,0.072509765625,0.522216796875
6600,0.124267578125,0.0205078125,0.54638671875
6800,0.0546875,0.034912109375,0.54541015625
7000,-0.0009765625,0.071533203125,0.55078125
7200,0.02978515625,0.095947265625,0.572021484375
7400,-0.010986328125,0.06494140625,0.563232421875
7600,-0.0283203125,0.04541015625,0.5869140625
7800,-0.038330078125,0.05517578125,0.58349609375
8000,-0.0029296875,0.031982421875,0.604736328125
8200,0.0234375,-0.012451171875,0.617919921875
8400,-0.001220703125,-0.033447265625,0.63232421875
8600,-0.005859375,-0.013671875,0.617919921875
8800,0.021728515625,0.003662109375,0.628662109375
9000,0.061767578125,0.00390625,0.6318359375
9200,0.01220703125,-0.011962890625,0.64892578125
9400,0.01904296875,0.0146484375,0.65185546875
9600,0.0419921875,0.03271484375,0.6572265625
9800,0.051025390625,0.001220703125,0.677001953125
10000,0.0146484375,0.01708984375,0.68701171875
10200,0.0078125,0.0126953125,0.680419921875
10400,0.008544921875,0.01904296875,0.693359375
10600,0.007568359375,0.015869140625,0.67822265625
10800,-0.001220703125,-0.004150390625,0.69482421875
11000,-0.0068359375,-0.008056640625,0.712890625
11200,-0.0009765625,0.01953125,0.710205078125
11400,0.016357421875,0.012939453125,0.716552734375
11600,0.012451171875,-0.00439453125,0.715087890625
11800,0.0224609375,0.020751953125,0.710693359375
12000,0.0185546875,0.0244140625,0.7451171875
12200,0.0419921875,0.002685546875,0.740478515625
12400,0.034423828125,-0.0048828125,0.751220703125
12600,0.010498046875,-0.007080078125,0.75048828125
12800,0.021728515625,0.014892578125,0.752685546875
13000,0.002685546875,0.01171875,0.739013671875
13200,0.018798828125,0.017333984375,0.760498046875
13400,-0.022705078125,0.025146484375,0.762939453125
13600,0.0126953125,0.01318359375,0.775146484375
13800,0.003173828125,0.0,0.77734375
14000,0.00830078125,0.0,0.781005859375
14200,0.01708984375,-0.0078125,0.79443359375
14400,0.01220703125,0.009765625,0.774658203125
14600,0.0234375,0.001953125,0.804931640625
14800,0.033447265625,0.001953125,0.802734375
15000,0.01220703125,0.018310546875,0.787353515625
15200,0.03173828125,0.026123046875,0.797119140625
15400,0.02392578125,0.02197265625,0.800537109375
15600,0.0185546875,0.010009765625,0.799072265625
15800,-0.000732421875,0.0185546875,0.809814453125
16000,0.007568359375,0.01611328125,0.8037109375
16200,0.002685546875,0.026123046875,0.814453125
16400,0.0,0.000732421875,0.814208984375
16600,0.021240234375,0.004150390625,0.821044921875
16800,0.02294921875,0.009033203125,0.83642578125
17000,0.010498046875,0.017578125,0.83203125
17200,0.022705078125,0.005126953125,0.826416015625
17400,0.006591796875,-0.017333984375,0.831298828125
17600,0.003662109375,0.010986328125,0.836669921875
17800,0.02392578125,0.010009765625,0.8388671875
18000,0.001220703125,0.01220703125,0.837890625
18200,0.004638671875,0.018798828125,0.8466796875
18400,0.008056640625,0.00634765625,0.858154296875
18600,0.004638671875,0.024169921875,0.84716796875
18800,0.03076171875,0.04150390625,0.8671875
19000,0.004638671875,-0.001220703125,0.848876953125
19200,0.01416015625,0.0087890625,0.860107421875
19400,0.002685546875,0.002685546875,0.8583984375
19600,0.010009765625,0.016357421875,0.86962890625
19800,-0.00244140625,-0.001708984375,0.856201171875
